Summary
[Data Information]
Data is:,Measurement Data
621.0,0.227
622.0,0.225
623.0,0.223
624.0,0.221
625.0,0.219
626.0,0.217
627.0,0.215
628.0,0.213
629.0,0.211
630.0,0.209
631.0,0.207
632.0,0.205
633.0,0.203
634.0,0.201
635.0,0.199
636.0,0.198
637.0,0.196
638.0,0.194
639.0,0.192
640.0,0.190
641.0,0.189
642.0,0.187
643.0,0.185
644.0,0.184
645.0,0.182
646.0,0.180
647.0,0.179
648.0,0.177
649.0,0.176
650.0,0.174
651.0,0.173
652.0,0.171
653.0,0.169
654.0,0.168
655.0,0.166
656.0,0.165
657.0,0.163
658.0,0.162
659.0,0.160
660.0,0.159
661.0,0.157
662.0,0.156
663.0,0.155
664.0,0.153
665.0,0.152
666.0,0.150
667.0,0.149
668.0,0.148
669.0,0.147
670.0,0.145
671.0,0.144
672.0,0.143
673.0,0.141
674.0,0.140
675.0,0.139
676.0,0.138
677.0,0.136
678.0,0.135
679.0,0.134
680.0,0.133
681.0,0.132
682.0,0.130
683.0,0.129
684.0,0.128
685.0,0.127
686.0,0.126
687.0,0.125
688.0,0.124
689.0,0.123
690.0,0.122
691.0,0.121
692.0,0.120
693.0,0.119
694.0,0.118
695.0,0.117
696.0,0.116
697.0,0.115
698.0,0.114
699.0,0.113
700.0,0.112
701.0,0.111
702.0,0.109
703.0,0.109
704.0,0.108
705.0,0.107
706.0,0.106
707.0,0.105
708.0,0.104
709.0,0.103
710.0,0.102
711.0,0.102
712.0,0.101
713.0,0.100
714.0,0.099
715.0,0.098
716.0,0.097
717.0,0.096
718.0,0.096
719.0,0.095
720.0,0.094
721.0,0.093
722.0,0.092
723.0,0.092
724.0,0.091
725.0,0.090
726.0,0.089
727.0,0.089
728.0,0.088
729.0,0.087
730.0,0.087
731.0,0.086
732.0,0.085
733.0,0.085
734.0,0.084
735.0,0.083
736.0,0.083
737.0,0.082
738.0,0.081
739.0,0.080
740.0,0.080
741.0,0.079
742.0,0.078
743.0,0.078
744.0,0.077
745.0,0.077
746.0,0.076
747.0,0.075
748.0,0.075
749.0,0.074
750.0,0.074
751.0,0.073
752.0,0.073
753.0,0.072
754.0,0.072
755.0,0.071
756.0,0.070
757.0,0.070
758.0,0.069
759.0,0.069
760.0,0.068
761.0,0.068
762.0,0.067
763.0,0.067
764.0,0.066
765.0,0.066
766.0,0.065
767.0,0.065
768.0,0.064
769.0,0.064
770.0,0.063
771.0,0.063
772.0,0.063
773.0,0.062
774.0,0.062
775.0,0.061
776.0,0.061
777.0,0.060
778.0,0.060
779.0,0.060
780.0,0.059
781.0,0.059
782.0,0.058
783.0,0.058
784.0,0.057
785.0,0.057
786.0,0.057
787.0,0.056
788.0,0.056
789.0,0.055
790.0,0.055
791.0,0.055
792.0,0.054
793.0,0.054
794.0,0.054
795.0,0.053
796.0,0.053
797.0,0.052
798.0,0.052
799.0,0.052
800.0,0.052
