Summary
[Data Information]
Data is:,Measurement Data
527.0,0.187
528.0,0.185
529.0,0.182
530.0,0.180
531.0,0.177
532.0,0.175
533.0,0.173
534.0,0.170
535.0,0.168
536.0,0.166
537.0,0.163
538.0,0.161
539.0,0.159
540.0,0.157
541.0,0.155
542.0,0.153
543.0,0.151
544.0,0.149
545.0,0.147
546.0,0.145
547.0,0.143
548.0,0.141
549.0,0.139
550.0,0.137
551.0,0.135
552.0,0.134
553.0,0.132
554.0,0.130
555.0,0.129
556.0,0.127
557.0,0.126
558.0,0.124
559.0,0.123
560.0,0.121
561.0,0.120
562.0,0.118
563.0,0.117
564.0,0.116
565.0,0.114
566.0,0.113
567.0,0.111
568.0,0.110
569.0,0.109
570.0,0.108
571.0,0.106
572.0,0.105
573.0,0.104
574.0,0.103
575.0,0.101
576.0,0.100
577.0,0.099
578.0,0.098
579.0,0.097
580.0,0.096
581.0,0.095
582.0,0.094
583.0,0.093
584.0,0.092
585.0,0.091
586.0,0.090
587.0,0.089
588.0,0.088
589.0,0.087
590.0,0.086
591.0,0.085
592.0,0.084
593.0,0.083
594.0,0.083
595.0,0.082
596.0,0.081
597.0,0.080
598.0,0.079
599.0,0.078
600.0,0.077
601.0,0.077
602.0,0.076
603.0,0.075
604.0,0.074
605.0,0.074
606.0,0.073
607.0,0.072
608.0,0.071
609.0,0.070
610.0,0.070
611.0,0.069
612.0,0.068
613.0,0.068
614.0,0.067
615.0,0.066
616.0,0.066
617.0,0.065
618.0,0.064
619.0,0.064
620.0,0.063
621.0,0.062
622.0,0.062
623.0,0.061
624.0,0.060
625.0,0.060
626.0,0.059
627.0,0.059
628.0,0.058
629.0,0.057
630.0,0.057
631.0,0.056
632.0,0.056
633.0,0.055
634.0,0.055
635.0,0.054
636.0,0.053
637.0,0.053
638.0,0.052
639.0,0.052
640.0,0.051
641.0,0.051
642.0,0.050
643.0,0.050
644.0,0.049
645.0,0.049
646.0,0.048
647.0,0.048
648.0,0.047
649.0,0.047
650.0,0.046
651.0,0.046
652.0,0.046
653.0,0.045
654.0,0.045
655.0,0.044
656.0,0.044
657.0,0.043
658.0,0.043
659.0,0.042
660.0,0.042
661.0,0.042
662.0,0.041
663.0,0.041
664.0,0.040
665.0,0.040
666.0,0.040
667.0,0.039
668.0,0.039
669.0,0.038
670.0,0.038
671.0,0.038
672.0,0.037
673.0,0.037
674.0,0.037
675.0,0.036
676.0,0.036
677.0,0.035
678.0,0.035
679.0,0.035
680.0,0.034
681.0,0.034
682.0,0.034
683.0,0.033
684.0,0.033
685.0,0.033
686.0,0.032
687.0,0.032
688.0,0.032
689.0,0.032
690.0,0.031
691.0,0.031
692.0,0.031
693.0,0.030
694.0,0.030
695.0,0.030
696.0,0.029
697.0,0.029
698.0,0.029
699.0,0.029
700.0,0.028
701.0,0.028
702.0,0.028
703.0,0.027
704.0,0.027
705.0,0.027
706.0,0.027
707.0,0.026
708.0,0.026
709.0,0.026
710.0,0.026
711.0,0.025
712.0,0.025
713.0,0.025
714.0,0.025
715.0,0.025
716.0,0.024
717.0,0.024
718.0,0.024
719.0,0.024
720.0,0.023
721.0,0.023
722.0,0.023
723.0,0.022
724.0,0.022
725.0,0.022
726.0,0.022
727.0,0.022
728.0,0.021
729.0,0.021
730.0,0.021
731.0,0.021
732.0,0.021
733.0,0.020
734.0,0.020
735.0,0.020
736.0,0.020
737.0,0.020
738.0,0.020
739.0,0.019
740.0,0.019
741.0,0.019
742.0,0.019
743.0,0.019
744.0,0.019
745.0,0.018
746.0,0.018
747.0,0.018
748.0,0.018
749.0,0.018
750.0,0.017
751.0,0.017
752.0,0.017
753.0,0.017
754.0,0.017
755.0,0.017
756.0,0.017
757.0,0.016
758.0,0.016
759.0,0.016
760.0,0.016
761.0,0.016
762.0,0.016
763.0,0.016
764.0,0.015
765.0,0.015
766.0,0.015
767.0,0.015
768.0,0.015
769.0,0.015
770.0,0.015
771.0,0.015
772.0,0.014
773.0,0.014
774.0,0.014
775.0,0.014
776.0,0.014
777.0,0.014
778.0,0.014
779.0,0.014
780.0,0.014
781.0,0.014
782.0,0.013
783.0,0.013
784.0,0.013
785.0,0.013
786.0,0.013
787.0,0.013
788.0,0.013
789.0,0.013
790.0,0.013
791.0,0.013
792.0,0.013
793.0,0.012
794.0,0.012
795.0,0.012
796.0,0.012
797.0,0.012
798.0,0.012
799.0,0.012
800.0,0.012
