Summary
[Data Information]
Data is:,Measurement Data
733.0,0.016
734.0,0.016
735.0,0.016
736.0,0.016
737.0,0.016
738.0,0.016
739.0,0.015
740.0,0.015
741.0,0.015
742.0,0.015
743.0,0.015
744.0,0.015
745.0,0.014
746.0,0.014
747.0,0.014
748.0,0.014
749.0,0.014
750.0,0.014
751.0,0.014
752.0,0.013
753.0,0.013
754.0,0.013
755.0,0.013
756.0,0.013
757.0,0.013
758.0,0.013
759.0,0.012
760.0,0.012
761.0,0.012
762.0,0.012
763.0,0.012
764.0,0.012
765.0,0.012
766.0,0.012
767.0,0.011
768.0,0.011
769.0,0.011
770.0,0.011
771.0,0.011
772.0,0.011
773.0,0.011
774.0,0.011
775.0,0.011
776.0,0.010
777.0,0.010
778.0,0.010
779.0,0.010
780.0,0.010
781.0,0.010
782.0,0.010
783.0,0.010
784.0,0.010
785.0,0.010
786.0,0.009
787.0,0.009
788.0,0.009
789.0,0.009
790.0,0.009
791.0,0.009
792.0,0.009
793.0,0.009
794.0,0.009
795.0,0.009
796.0,0.009
797.0,0.008
798.0,0.008
799.0,0.008
800.0,0.008
